image_id,healthy,multiple_diseases,rust,scab
Test_168,0.0010813319,0.91432816,0.083758526,0.0008319691
Test_169,0.00011399472,2.9347046e-05,0.9997451,0.00011154855
Test_170,0.017712723,0.20032114,0.0030554633,0.7789107
Test_171,7.5378716e-07,7.648252e-06,0.99999154,6.513466e-08
Test_172,0.000117748874,0.019222224,0.98063457,2.553777e-05
Test_173,3.794604e-06,1.41683095e-05,0.99998116,7.785743e-07
Test_174,0.007511924,0.3209062,0.019853884,0.651728
Test_175,0.3782187,0.0090924585,0.60597754,0.006711277
Test_176,0.00036021342,2.0152123e-05,0.9951325,0.004487172
Test_177,0.0002572521,1.9404291e-05,3.8694627e-05,0.9996847
Test_178,1.5499889e-05,6.022795e-05,8.4112094e-07,0.99992347
Test_179,0.0014340976,0.011217821,0.96815777,0.019190224
Test_180,7.4854556e-06,0.025320547,0.9746713,7.261226e-07
Test_181,1.4339283e-05,2.9307424e-05,1.3585627e-05,0.9999428
Test_182,5.17562e-05,0.0001756511,0.99940586,0.0003667659
Test_183,0.99046916,0.00424335,0.0049767946,0.00031078118
Test_184,0.089294694,0.016448716,0.0013304388,0.89292616
Test_185,0.00413302,0.5701153,0.18101807,0.24473356
Test_186,0.0004458483,7.426097e-05,4.277252e-06,0.99947566
Test_187,5.174598e-07,6.597493e-06,0.9999902,2.6267426e-06
Test_188,1.3746729e-06,1.8489144e-06,0.9999949,1.915667e-06
Test_189,0.99955744,8.312317e-06,8.9419285e-05,0.00034474535
Test_190,0.00093573896,0.00069191743,0.9971602,0.0012121302
Test_191,0.00030529904,0.00017159204,0.9990652,0.0004579304
Test_192,0.9327665,0.0010818386,0.06525292,0.0008988044
Test_193,5.2918434e-08,2.0177931e-05,0.9999796,6.341268e-08
Test_194,7.12436e-05,0.9655748,0.033943288,0.00041065563
Test_195,0.74839354,0.2503381,0.0010442195,0.00022413114
Test_196,0.0005110616,0.47361997,0.00094895257,0.52492
Test_197,0.00032952102,0.10905049,0.85421914,0.036400907
Test_198,0.0059364317,0.21003497,0.003327148,0.78070146
Test_199,1.1279211e-05,0.0009346155,0.9990414,1.2723753e-05
Test_200,8.426351e-05,0.0023986364,0.9942893,0.0032277245
Test_201,5.099131e-05,0.0038190908,0.00127551,0.9948544
Test_202,1.3270199e-05,0.005051496,0.9923734,0.0025618004
Test_203,6.7698034e-05,0.0006527267,0.9992306,4.8937905e-05
Test_204,1.5223898e-05,2.2622513e-05,6.57383e-07,0.9999615
Test_205,0.0011637778,1.507859e-05,6.8622445e-05,0.9987526
Test_206,2.2253902e-05,7.944455e-05,1.8565736e-06,0.9998964
Test_207,0.00026334412,0.0001773125,0.9972127,0.0023465874
Test_208,0.0014448573,0.4704095,1.4829762e-05,0.52813077
Test_209,7.002091e-05,0.01876568,0.9810152,0.0001491125
Test_210,3.0137546e-06,0.005486088,1.545302e-07,0.99451077
Test_211,2.5768002e-06,0.9987087,0.0012777596,1.09371385e-05
Test_212,1.7995576e-06,1.951421e-05,0.99996984,8.78985e-06
Test_213,0.0031406826,0.011001964,0.98311734,0.0027400013
Test_214,0.00045511386,1.942949e-05,0.99388665,0.0056388574
Test_215,0.030609291,0.92700887,0.0019589015,0.040422898
Test_216,0.99981815,5.9847567e-05,4.3980774e-05,7.8102996e-05
Test_217,5.4896933e-05,0.15610869,7.530267e-05,0.8437611
Test_218,0.9999486,1.0124088e-05,1.7281143e-05,2.3974813e-05
Test_219,1.2011276e-05,6.595564e-05,0.9999194,2.6433552e-06
Test_220,7.556705e-06,0.0002850545,7.921621e-07,0.99970657
Test_221,0.39684516,0.17265978,0.0027490708,0.42774594
Test_222,0.00011123988,8.4636114e-05,0.9991117,0.0006923863
Test_223,0.00014208138,1.085127e-05,0.9997552,9.186718e-05
Test_224,0.0890126,0.016380489,0.31871212,0.5758948
Test_225,0.9997845,6.262114e-05,5.7465375e-05,9.5451236e-05
Test_226,1.2210996e-05,0.0027449655,0.9972149,2.7984535e-05
Test_227,1.8194163e-05,0.0012127025,6.297724e-07,0.9987685
Test_228,3.471929e-05,6.140496e-07,0.99996006,4.647508e-06
Test_229,2.5723299e-05,0.00055181433,0.99938786,3.4543318e-05
Test_230,0.01635472,0.018324422,0.0055762646,0.9597446
Test_231,0.00047046898,0.0036193887,6.49241e-05,0.99584526
Test_232,0.99997175,2.163201e-05,2.9658993e-06,3.7633622e-06
Test_233,0.9999254,7.794294e-06,4.6452264e-05,2.0398153e-05
Test_234,0.0038334162,0.06550513,0.0018751497,0.9287863
Test_235,2.9935376e-05,0.021173546,3.414698e-06,0.9787932
Test_236,1.3161426e-05,0.21537763,0.7845243,8.495958e-05
Test_237,0.0013783794,0.22496597,0.002126138,0.7715295
Test_238,6.8896935e-07,0.00019990555,0.99979156,7.877412e-06
Test_239,0.00021005566,0.008798663,0.9883267,0.0026645975
Test_240,7.421557e-06,0.0027817003,0.99720985,1.1054412e-06
Test_241,0.0023972855,0.0002586519,0.6360225,0.36132148
Test_242,0.045509633,0.006822411,0.00020344777,0.9474646
Test_243,0.99994755,1.456212e-05,2.1344227e-05,1.6577133e-05
Test_244,0.00011385912,0.009492518,0.000102719045,0.99029094
Test_245,0.0002560123,0.00019503899,0.99954575,3.1962254e-06
Test_246,1.5030327e-05,0.00029159136,1.7810671e-06,0.9996916
Test_247,7.5004714e-06,0.00054535846,1.3951426e-07,0.99944705
Test_248,0.00013856014,0.9972579,0.0008869883,0.0017165699
Test_249,4.462411e-06,9.544761e-05,0.99986756,3.255463e-05
Test_250,0.99996376,1.8716955e-05,1.5679625e-05,1.886675e-06
Test_251,0.9994072,3.3881468e-05,0.00033031884,0.00022864352
Test_252,0.002137214,0.019990219,0.9751933,0.0026792558
Test_253,0.00018075168,0.017927924,5.886257e-05,0.9818325
Test_254,0.00016715565,0.0011338041,5.1476027e-06,0.9986939
Test_255,0.3432882,0.013548337,0.0018941677,0.64126927
Test_256,0.00010357177,0.0010330499,5.609689e-06,0.99885774
Test_257,9.495769e-07,0.0002401842,0.9997589,5.24644e-08
Test_258,0.00032808067,0.99199194,0.0076531083,2.6951186e-05
Test_259,0.10137389,0.87830323,0.0030453203,0.017277617
Test_260,0.0021106438,0.0019472432,1.1227057e-05,0.99593085
Test_261,1.2911893e-07,2.5471687e-05,0.99997306,1.328908e-06
Test_262,0.0006291828,0.37872234,4.621183e-05,0.6206023
Test_263,0.99949265,4.9829312e-05,6.2528366e-06,0.0004513125
Test_264,0.9973912,0.0005075225,0.0017623891,0.0003388173
Test_265,2.78043e-05,0.000104291226,0.9998448,2.3084582e-05
Test_266,9.946063e-05,4.5519115e-05,1.8263523e-06,0.99985325
Test_267,0.9997824,1.627821e-06,0.000104110215,0.00011184511
Test_268,2.9836772e-05,0.6681378,0.33180535,2.704981e-05
Test_269,0.9966344,5.6219422e-05,0.00055719796,0.0027522154
Test_270,0.016291648,0.006422346,0.0003485828,0.9769374
Test_271,0.009332455,0.47335634,0.010567677,0.50674355
Test_272,0.00016496828,0.004654858,0.9947785,0.00040162887
Test_273,0.99996734,1.18961625e-05,1.8022109e-05,2.6695893e-06
Test_274,1.1610285e-05,0.00051047275,0.9994667,1.1239239e-05
Test_275,0.0014900276,0.07854856,0.9132894,0.006672022
Test_276,0.00070409436,0.00024080677,2.3001523e-05,0.99903214
Test_277,0.0070039453,0.90037996,0.001319067,0.09129702
Test_278,0.00047869835,0.0011504769,2.3786247e-06,0.99836844
Test_279,6.486281e-07,3.579636e-05,0.9999628,7.019277e-07
Test_280,2.6054222e-05,6.837318e-05,1.4182676e-06,0.99990416
Test_281,6.855944e-06,6.565416e-05,4.071846e-07,0.99992716
Test_282,2.3873601e-05,0.99973506,6.774862e-05,0.00017338783
Test_283,0.00016336369,0.0006477426,0.99905485,0.00013416035
Test_284,4.9106566e-06,0.00045740546,0.999532,5.7498896e-06
Test_285,6.939724e-05,0.0014476785,1.9826122e-05,0.99846303
Test_286,4.2374886e-06,6.40239e-06,5.7647674e-07,0.9999888
Test_287,0.00031007425,0.0003845812,0.2526706,0.7466348
Test_288,3.470232e-06,0.00010352324,5.4876923e-06,0.99988747
Test_289,0.000116610594,0.023969263,1.1254314e-06,0.9759129
Test_290,7.290235e-06,0.0037801252,0.9962125,1.4861273e-07
Test_291,4.626382e-05,0.00015417684,0.9995683,0.00023122755
Test_292,0.9998789,4.8053626e-06,6.415373e-05,5.2193936e-05
Test_293,6.810005e-07,9.2396214e-05,0.9999069,2.633966e-08
Test_294,0.0005002841,0.013493657,0.9851302,0.00087580434
Test_295,0.0026403859,0.002133295,0.99504685,0.000179469
Test_296,0.031834774,0.0047323685,0.00938061,0.9540522
Test_297,4.310948e-06,0.0002655141,2.634074e-06,0.99972755
Test_298,0.0003293911,0.03805652,0.96156627,4.7772064e-05
Test_299,0.003414281,0.84375304,0.1524148,0.00041783278
Test_300,0.031777572,0.01788476,0.0023856296,0.9479521
Test_301,0.99964035,5.302428e-06,0.00016602357,0.00018834873
Test_302,1.4630532e-05,0.0005875535,3.549724e-06,0.9993942
Test_303,0.98709655,0.011449003,5.894975e-05,0.0013954843
Test_304,0.6048672,0.007612914,0.34202835,0.045491483
Test_305,0.62025946,1.3516642e-05,0.0024156969,0.37731132
Test_306,0.00016232132,0.043124147,3.727669e-05,0.95667624
Test_307,0.9983267,2.4439862e-05,0.0016267374,2.2133501e-05
Test_308,0.021200592,0.050522782,0.0034274093,0.9248492
Test_309,9.736599e-05,0.00030247224,0.9987079,0.0008922757
Test_310,0.000115546914,0.5375784,0.46112153,0.0011845485
Test_311,9.272216e-06,0.060455803,0.93932563,0.00020928917
Test_312,0.02402002,9.746442e-05,0.0006134235,0.97526914
Test_313,6.409187e-06,9.706626e-06,2.7028113e-07,0.99998367
Test_314,0.0007033609,9.8495904e-05,1.0565441e-05,0.9991875
Test_315,0.00057673006,0.00019439847,2.262488e-05,0.99920624
Test_316,4.2263848e-05,0.000529709,0.99939597,3.2033335e-05
Test_317,4.2959714e-06,6.098886e-08,0.9999914,4.170061e-06
Test_318,0.04466374,0.5263567,2.6359317e-05,0.4289532
Test_319,2.4558202e-07,3.3934757e-05,0.9999621,3.6478955e-06
Test_320,4.221108e-06,5.007055e-07,0.9999944,7.83938e-07
Test_321,0.54695547,0.45263568,0.00025194717,0.00015694142
Test_322,0.9998499,6.693151e-05,7.774135e-05,5.305422e-06
Test_323,0.0011030739,0.006856687,0.99164724,0.00039294365
Test_324,8.426693e-06,4.2845568e-05,0.9999378,1.095228e-05
Test_325,0.00027372496,0.00021428707,1.39247695e-05,0.999498
Test_326,7.790901e-05,1.0771729e-05,0.99991,1.3142038e-06
Test_327,0.00015069707,0.0010082289,3.146028e-06,0.998838
Test_328,0.00017565486,6.6963007e-06,0.9995598,0.00025781797
Test_329,2.3688553e-05,6.442588e-05,0.99988246,2.9469245e-05
Test_330,6.9758794e-06,0.0020504484,0.99793696,5.613092e-06
Test_331,0.9540821,0.008635217,0.0011911504,0.036091506
Test_332,0.99718034,0.0014990757,0.0009948896,0.00032571636
Test_333,0.00036907446,0.071580335,0.9259231,0.002127402
Test_334,5.53891e-07,3.008936e-05,0.99996936,2.1603514e-08
Test_335,0.9996668,0.00014961275,0.0001631336,2.0507085e-05
Test_336,5.9121623e-05,2.718919e-05,0.9999126,1.0832127e-06
Test_337,0.99965477,7.392526e-05,4.294204e-05,0.00022840114
Test_338,0.99654204,6.2430074e-05,0.00046195617,0.0029335185
Test_339,1.761671e-05,0.0007087446,0.9992729,7.477564e-07
Test_340,0.0009844537,0.000121651654,0.99874204,0.00015196568
Test_341,0.99982244,5.740618e-06,3.856986e-05,0.0001333294
Test_342,0.99994457,1.0307484e-05,3.203992e-05,1.3090998e-05
Test_343,0.0067161615,0.21438341,0.011867581,0.76703286
Test_344,7.4617753e-07,4.0701602e-06,0.9999951,7.2196e-08
Test_345,0.0022297478,0.0017128111,0.8928774,0.103180096
Test_346,1.7022678e-05,2.4501018e-05,0.9999434,1.5152966e-05
Test_347,0.003347171,4.336701e-05,0.9956066,0.0010029406
Test_348,0.0005190264,0.0043598604,0.00019270273,0.99492836
Test_349,0.0007116182,0.0017159202,0.8026699,0.19490263
Test_350,0.00035818378,0.61700356,0.00021608673,0.38242215
Test_351,4.901006e-07,6.053701e-07,0.9999989,2.5439313e-08
Test_352,0.0008934957,0.023063026,5.4500415e-05,0.975989
Test_353,0.0020042644,0.5078142,0.4777045,0.012476929
Test_354,1.6681655e-07,3.951083e-06,0.99999416,1.6772497e-06
Test_355,0.0004411838,0.40297103,0.0053636353,0.5912242
Test_356,0.99996483,3.7039063e-06,1.855735e-05,1.2884087e-05
Test_357,0.9995254,7.5447984e-05,0.0003862154,1.2977686e-05
Test_358,5.0865914e-05,0.99957544,0.0002645318,0.00010918589
Test_359,1.0619037e-05,4.1668136e-05,4.525661e-05,0.99990237
Test_360,0.000109452405,3.7380098e-05,8.571396e-06,0.99984455
Test_361,0.9999275,8.7288436e-07,5.017427e-05,2.1465667e-05
Test_362,0.999102,4.6574655e-07,0.00042440856,0.000473116
Test_363,5.9040644e-06,4.480019e-05,0.99993587,1.3523305e-05
Test_364,0.0002456368,0.06795849,0.9311477,0.0006481655
Test_365,4.9293267e-05,4.8955393e-05,0.9996773,0.00022452808
Test_366,0.00022410278,4.9141276e-05,0.99970573,2.0983585e-05
Test_367,5.4124077e-05,0.0031588066,5.6255044e-06,0.99678147
Test_368,0.99985445,5.4360517e-05,7.215665e-05,1.9046409e-05
Test_369,1.1394904e-05,0.0015242811,7.2438147e-06,0.9984571
Test_370,1.3222286e-05,2.6962604e-07,0.9999622,2.4338946e-05
Test_371,2.8763602e-06,2.4059834e-06,0.99998724,7.48694e-06
Test_372,0.0029519163,0.014802661,0.00019641004,0.9820489
Test_373,6.8487066e-06,0.00062368775,0.9993623,7.1883223e-06
Test_374,3.0564235e-05,0.00058284326,0.99937314,1.3476141e-05
Test_375,9.707919e-06,6.088215e-06,1.6459508e-06,0.9999825
Test_376,0.865112,0.0030933376,0.1312974,0.0004972501
Test_377,0.9993499,2.132436e-06,0.00022989222,0.00041802187
Test_378,7.224383e-07,7.279444e-06,0.9999912,8.2764797e-07
Test_379,0.0001698778,0.0019151192,0.9926838,0.0052312533
Test_380,4.458402e-06,0.42471096,9.2311774e-07,0.57528365
Test_381,0.1565375,0.004637798,0.052098777,0.7867259
Test_382,0.00064104906,0.015202869,1.3946977e-05,0.9841421
Test_383,0.99921036,1.0397641e-05,3.4396942e-06,0.00077580457
Test_384,4.100866e-06,7.6149663e-06,0.9999882,6.998082e-08
Test_385,0.0001472012,0.031586334,0.0001674527,0.968099
Test_386,1.8010165e-05,0.027834121,0.9718532,0.00029467957
Test_387,8.052857e-05,0.0018593556,0.007860966,0.9901992
Test_388,0.9807972,0.00073135365,0.00079310616,0.017678458
Test_389,0.99951017,0.00012838382,0.00035755057,3.9702727e-06
Test_390,0.98625594,0.00039860615,0.00036498933,0.012980476
Test_391,0.0001114604,0.00018597659,0.9977041,0.0019984627
Test_392,2.4505422e-05,9.050691e-05,0.9998122,7.287083e-05
Test_393,3.7599868e-05,0.20614833,0.0023785261,0.79143554
Test_394,0.00237826,0.025490062,4.41338e-05,0.97208756
Test_395,2.1488728e-07,0.9923126,0.0076871365,5.254083e-09
Test_396,0.0020724123,0.0113725355,4.142773e-05,0.9865137
Test_397,0.00027417642,6.7484e-05,3.0710646e-05,0.9996276
Test_398,1.9854579e-06,0.00011032531,0.99988604,1.7167112e-06
Test_399,0.9935976,0.000100358164,0.0001266172,0.0061754123
Test_400,1.5839565e-06,5.5937442e-05,0.9999422,1.8930857e-07
Test_401,8.861395e-05,0.0008152378,0.9968629,0.0022332778
Test_402,9.4544276e-07,8.458399e-05,1.500477e-07,0.9999143
Test_403,5.0191993e-05,0.0032874031,0.99665654,5.763814e-06
Test_404,0.00028210375,0.0030819157,3.2656066e-05,0.99660325
Test_405,0.001991036,0.0009283135,2.9306095e-05,0.99705124
Test_406,8.300553e-06,0.00017913089,5.119749e-07,0.99981207
Test_407,0.00059281255,4.5641114e-05,3.0921463e-05,0.99933064
Test_408,5.5249617e-05,0.04433886,2.473015e-06,0.9556034
Test_409,0.00016424569,0.00016169745,0.99714154,0.002532463
Test_410,0.0016076289,0.005539355,0.0017672302,0.9910858
Test_411,0.9998809,2.0917494e-06,7.604973e-05,4.08362e-05
Test_412,3.3317712e-05,0.13748302,0.8622677,0.00021596208
Test_413,0.99959534,4.691565e-06,0.00020438175,0.00019568081
